,id,name,artist,lien,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
82,1MbH19md9jW9VLIW0HGEVq,Treasure hunt,Meaningful Stone,https://open.spotify.com/track/1MbH19md9jW9VLIW0HGEVq,0.678,0.732,0,-5.938,0.0487,0.15,0.0,0.109,0.377,91.997
83,0THLCaRFeCPbgjvtNQ6hxD,Footsteps,Meaningful Stone,https://open.spotify.com/track/0THLCaRFeCPbgjvtNQ6hxD,0.666,0.801,9,-6.342,0.0342,0.292,1.83e-06,0.0893,0.6,119.986
84,5e2uNRECz3wxqjUII7ls8F,"Beep-Boop, Beep-Boop (2018)",Meaningful Stone,https://open.spotify.com/track/5e2uNRECz3wxqjUII7ls8F,0.614,0.664,7,-7.063,0.0312,0.373,0.0274,0.416,0.717,90.004
85,0nsNJZkqX9kFIIzC0100tQ,If I Grow Up,Meaningful Stone,https://open.spotify.com/track/0nsNJZkqX9kFIIzC0100tQ,0.56,0.36,2,-9.539,0.0327,0.788,0.00214,0.132,0.312,89.921
86,0RjnBlC2EnJJPirblgBF7L,가위바위보,Meaningful Stone,https://open.spotify.com/track/0RjnBlC2EnJJPirblgBF7L,0.684,0.88,10,-6.223,0.054,0.15,2.32e-06,0.313,0.791,120.012
87,4QunYDvpZ47aGnk7Gn5FuJ,NOSTALGIA 향수,HOA,https://open.spotify.com/track/4QunYDvpZ47aGnk7Gn5FuJ,0.501,0.476,9,-4.698,0.0299,0.409,0.0887,0.298,0.2,130.073
88,5NnnlGSjcy4Q7BBzWsduBh,Birthday,OurR,https://open.spotify.com/track/5NnnlGSjcy4Q7BBzWsduBh,0.819,0.478,8,-9.312,0.0484,0.696,0.167,0.104,0.542,120.053
89,3i51v4KpCt2ktug9GQ0FPI,20+3,OurR,https://open.spotify.com/track/3i51v4KpCt2ktug9GQ0FPI,0.687,0.54,5,-6.615,0.0247,0.546,0.0,0.112,0.429,89.939
90,2Sa2Kkh9UHGcxUiQogYkBX,Cactus 선인장,OurR,https://open.spotify.com/track/2Sa2Kkh9UHGcxUiQogYkBX,0.568,0.482,7,-7.002,0.0331,0.866,0.000279,0.0676,0.207,77.006
91,6PFaG6SDFJ9SwrXX6rPBYU,XXLove,Minsu,https://open.spotify.com/track/6PFaG6SDFJ9SwrXX6rPBYU,0.832,0.501,1,-7.079,0.0438,0.534,0.00711,0.0875,0.823,115.04
92,1FsPpscUq0qFD9d8lM5FvR,Islet,Minsu,https://open.spotify.com/track/1FsPpscUq0qFD9d8lM5FvR,0.614,0.559,5,-7.911,0.122,0.75,2.78e-06,0.243,0.407,79.983
93,3iTvb9pASXjFvkvvcNWneY,I'm Watching a Loneliness Just Arisen 나는 새롭게 떠오른 외로움을 봐요,SE SO NEON,https://open.spotify.com/track/3iTvb9pASXjFvkvvcNWneY,0.445,0.454,6,-5.303,0.0321,0.473,0.000212,0.101,0.443,95.954
94,3qX2rGOu7NDAUTmPorggA3,New Youth 새소년,SE SO NEON,https://open.spotify.com/track/3qX2rGOu7NDAUTmPorggA3,0.67,0.501,11,-4.779,0.0273,0.226,0.000637,0.0866,0.625,105.977
95,4B3j6SFlhXlObCH8CfN3Ne,10:49PM,ANDN,https://open.spotify.com/track/4B3j6SFlhXlObCH8CfN3Ne,0.689,0.54,4,-8.449,0.0395,0.357,0.886,0.0873,0.351,83.019
96,3AcKhDQRQmH0mJ0IqQipSa,HANA 하나,chiyoonhae,https://open.spotify.com/track/3AcKhDQRQmH0mJ0IqQipSa,0.757,0.501,9,-10.384,0.0325,0.108,0.00114,0.0648,0.81,98.506
97,7LClxbKsXRCm0fAwP7ICfM,Cake,Lacuna,https://open.spotify.com/track/7LClxbKsXRCm0fAwP7ICfM,0.591,0.918,11,-3.132,0.315,0.32,0.00529,0.757,0.418,120.082
98,1TyMONNhBWywC5Xtmc67rd,너의 파도 Wave,Bye Bye Badman,https://open.spotify.com/track/1TyMONNhBWywC5Xtmc67rd,0.682,0.753,6,-7.982,0.0368,0.341,0.0122,0.21,0.738,119.928
99,0v89jw9S9NPzOPCoZnLZxE,Wonder,ADOY,https://open.spotify.com/track/0v89jw9S9NPzOPCoZnLZxE,0.661,0.737,6,-6.317,0.0287,0.747,0.544,0.115,0.532,99.989
100,36yC0tfgGIX6Xp0f1CTK0o,Puppy's Love 나는바보같고멍청하지만진심으로네가좋아,Lacuna,https://open.spotify.com/track/36yC0tfgGIX6Xp0f1CTK0o,0.594,0.257,1,-9.631,0.0396,0.772,0.000753,0.35,0.294,110.001
101,7eHrFLsDYu9aBRLcaDQvEk,summer flows,wave to earth,https://open.spotify.com/track/7eHrFLsDYu9aBRLcaDQvEk,0.545,0.195,9,-10.981,0.0381,0.988,0.958,0.479,0.275,103.946
102,333vTrsVRIgeUpCS1nAxID,Fall In Love Again,ALEPH,https://open.spotify.com/track/333vTrsVRIgeUpCS1nAxID,0.608,0.358,0,-8.384,0.0295,0.835,0.0,0.115,0.317,140.043
103,6xBpDSWAn3ovizgJ9WJcax,Twin,kang,https://open.spotify.com/track/6xBpDSWAn3ovizgJ9WJcax,0.625,0.681,4,-6.813,0.0259,0.0324,0.00215,0.484,0.718,108.048
104,0OQS3F0v0sRhBaExPJ4WQs,Abyss 무저갱,kangkang,https://open.spotify.com/track/0OQS3F0v0sRhBaExPJ4WQs,0.484,0.59,0,-4.41,0.027,0.136,0.000465,0.502,0.209,143.981
105,4U46xmSU9CczDNPEUx20OD,MOOD FOR LOVE,THE SOLUTIONS,https://open.spotify.com/track/4U46xmSU9CczDNPEUx20OD,0.621,0.689,10,-6.064,0.0339,0.357,5.96e-05,0.229,0.469,140.041
106,02Fx2c3A2PiPV6xOkyGnNS,Hold Me,Kisnue,https://open.spotify.com/track/02Fx2c3A2PiPV6xOkyGnNS,0.692,0.579,9,-6.751,0.0344,0.54,0.425,0.194,0.832,115.983
107,5VIB8abGUZ269qEa5Gqwes,FRIENDS,Kisnue,https://open.spotify.com/track/5VIB8abGUZ269qEa5Gqwes,0.706,0.349,9,-7.615,0.044,0.558,0.0407,0.552,0.543,72.032
108,7ybUs11WadpyMHmS9qEDWY,Wish,Band Nah,https://open.spotify.com/track/7ybUs11WadpyMHmS9qEDWY,0.479,0.495,9,-9.105,0.0247,0.879,0.958,0.124,0.219,148.03
109,2auuhh39NrfCgNtkf6OC9A,Window,Band Nah,https://open.spotify.com/track/2auuhh39NrfCgNtkf6OC9A,0.724,0.522,6,-8.299,0.0275,0.619,0.867,0.111,0.481,96.031
110,7HqxjO7d63rtWnVnb84ImY,"hi, summer",CokeJazz,https://open.spotify.com/track/7HqxjO7d63rtWnVnb84ImY,0.595,0.437,9,-10.781,0.0319,0.0811,0.63,0.211,0.233,140.055
111,4bUPND4wnv9wuZInMzqdAB,Mercury,Bye Bye Badman,https://open.spotify.com/track/4bUPND4wnv9wuZInMzqdAB,0.615,0.662,4,-6.035,0.0303,0.095,0.441,0.0996,0.341,90.016
112,6Nk0p8C9fmunVajJHYdgmH,curly hair,JACKINGCONG,https://open.spotify.com/track/6Nk0p8C9fmunVajJHYdgmH,0.724,0.842,9,-5.852,0.0322,0.41,0.0162,0.143,0.651,99.957
113,23YwgEnMllsZl0POeWiOzR,A Call from My Dream,Meaningful Stone,https://open.spotify.com/track/23YwgEnMllsZl0POeWiOzR,0.501,0.531,4,-6.758,0.0273,0.475,0.000107,0.122,0.407,169.973
114,71rwxN5tq30o4UPDKB4mI3,Pathetic Sight,Achime,https://open.spotify.com/track/71rwxN5tq30o4UPDKB4mI3,0.646,0.767,4,-5.927,0.0305,0.000683,0.000227,0.0895,0.558,119.954
115,4EIRRpnZdYYsf4ugowxLbI,Inexpressive Step,Achime,https://open.spotify.com/track/4EIRRpnZdYYsf4ugowxLbI,0.703,0.718,4,-5.019,0.0307,0.05,3.11e-06,0.141,0.29,124.978
116,6pjSuwIsX4PnyKmtXL0ZPR,Fireworks,Achime,https://open.spotify.com/track/6pjSuwIsX4PnyKmtXL0ZPR,0.658,0.602,9,-4.006,0.0288,0.154,0.0,0.21,0.732,100.031
117,2X7vJoDRef1IT7eGLXh6gI,Signal Flows,Achime,https://open.spotify.com/track/2X7vJoDRef1IT7eGLXh6gI,0.275,0.55,9,-7.15,0.0356,0.00134,0.00988,0.114,0.323,189.756
118,7LmfRICcwf2WMFUfeyo4xz,Kill Me,Bosudongcooler,https://open.spotify.com/track/7LmfRICcwf2WMFUfeyo4xz,0.593,0.576,0,-7.39,0.0262,0.128,0.00495,0.0862,0.398,75.033
119,2vzDhuVvlF2ezj27pemu7F,Eleven,Sunday Moon,https://open.spotify.com/track/2vzDhuVvlF2ezj27pemu7F,0.682,0.561,7,-7.489,0.0263,0.431,0.00201,0.224,0.466,102.472
